keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,name,reviews,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
estate planning lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,Estate Planning Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/sherman-oaks/,Need an estate planning lawyer in Sherman Oaks? Call (818) 285-2850 for a free consultation with our experienced estate planning attorney.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
power of attorney lawyers,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,1,"Best Power Of Attorney near Sherman Oaks, Los Angeles, CA - Yelp",https://m.yelp.com/search?find_desc=Power+Of+Attorney&find_loc=Sherman+Oaks%2C+CA,"Best Power Of Attorney near Sherman Oaks, Los Angeles, CA · NCF Law · The Document Specialists · Schauer Law Group · Express Document Solutions · Ester's Mobile ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
power of attorney lawyers,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,2,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
power of attorney lawyers,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Powers of Attorney Lawyer in Los Angeles, CA",https://www.rodneygouldlaw.com/practice-areas/estate-planning/powers-of-attorney/,"The Law Office of Rodney Gould provides clients in Los Angeles, Sherman Oaks, Studio City, West Hollywood, and Beverly Hills, California with information about ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rodneygouldlaw.com,18,27,1,351,104,3576,,
trust attorneys,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,1,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
trust attorneys,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,Estate Planning Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/sherman-oaks/,"At Talai Law Offices, Inc. we help you prepare for life. Our flat-fee approach, trust-funding services, and creative financing options make it easier to pursue ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
living trust attorney near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,2,"Sherman Oaks Trust Litigation, Probate & Estate Planning : OC ...",https://www.octrustslawyer.com/law-offices/sherman-oaks-trust-estate-planning/,Estate Planning & Living Trust Attorney with a Proven Track Record in Sherman Oaks. Living trusts are essential legal documents that allow you to manage and ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,octrustslawyer.com,23,26,1,1579,134,10209,,
living trust attorney near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
estate will attorney,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,2,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
estate will attorney,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,Estate Planning Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/sherman-oaks/,Need an estate planning lawyer in Sherman Oaks? Call (818) 285-2850 for a free consultation with our experienced estate planning attorney.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
trust lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
probate lawyer near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"As a renowned law firm, our attorney provides legal guidance in Estate Planning, Trusts, Probate, and Conservatorships matters in Long Beach and Sherman Oaks.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
trust attorney near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,2,"Copyrights | Los Angeles, California Intellectual Property Lawyer",https://www.milordlaw.com/practice-areas/copyrights/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Intellectual Property and Patent ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,Missing: infringement lawyer,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,1,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,2,Estate Planning Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/sherman-oaks/,Need an estate planning lawyer in Sherman Oaks? Call (818) 285-2850 for a free consultation with our experienced estate planning attorney.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,Hire the Best Estate Planning Attorney in the Sherman Oaks ...,https://singhlawfirm.com/best-estate-planning-attorney-in-the-sherman-oaks-california-area/,"The Singh Law Firm, reviewed as the best estate planning attorney in the Sherman Oaks, California area, offers services from basic wills to complex estate ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,singhlawfirm.com,26,38,1,1833,421,28114,,
estate lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
intellectual property and patent lawyer,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
intellectual property attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,1,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
patent and trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,A skilled Sherman Oaks DUI attorney at our DUI defense firm can ... Sherman Oaks | Sherman Oaks Drunk Driving Defense Lawyer Kraut Criminal & DUI Lawyers.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,DUI Attorney Sherman Oaks - My Rights Law,https://www.myrightslawgroup.com/dui-lawyer-sherman-oaks-ca/,Our Sherman Oaks DUI lawyers will craft a personalized defense strategy based on the unique facts of your case. This may include challenging the evidence or ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,myrightslawgroup.com,55,42,1,16021,926,380865,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,DUI | Sherman Oaks Criminal Defense Lawyer Killedjian Law ...,https://www.klc4law.com/dui.html,"We represent clients in both criminal and administrative DUI hearings, defending their freedom as well as their right to drive.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,klc4law.com,5,18,5,121,15,655,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,"Ross Howell Sobel has extensive experience in representing individuals who have been charged with Drunk Driving-better known as “DUI,” or Driving Under the ...",,,,,,,,,,,rosshsobel.com,19,29,12,853,120,6259,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,A skilled Sherman Oaks DUI attorney at our DUI defense firm can help ... Sherman Oaks | Sherman Oaks Drunk Driving Defense Lawyer Kraut Criminal & DUI Lawyers.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
sherman oaks trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,2,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Netzah & Shem-Tov to speak with one of our attorneys Today! Don't wait till it's too late, call today 818-995- ...",,,,,,,,,,,netshemlaw.com,22,27,1,835,85,1608,,
trademark lawyer sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
dui attorney near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,Ross Sobel's knowledge of DUI law and extensive experience are unprecedented. We handle all types of DUI cases in Los Angeles County and Van Nuys.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
dui attorney near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,"The Kraut Criminal & DUI Lawyers offers a free and private consultation to all perspective clients in Shearman Oaks, California. Please contact a Sherman Oaks ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
cheap dui lawyers,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,"Affordable. We strive to provide our clients affordable pricing that when needed includes payment plans, all while delivering top results. Top Rated.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
cheap dui lawyers,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Sigal Law Group | Sherman Oaks | Criminal Defense,https://www.la-criminal-defense.com/,"Aggressive, Experienced Representation at Affordable Prices · Got me out of a jam · Great Lawyer · Best Attorney · Trustworthy and Excellent Lawyer.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,la-criminal-defense.com,20,32,22,2148,328,63010,,
attorney for credit card debt,Sherman Oaks, Bankruptcy-LongTail-- Sherman Oaks.xlsx,1,Los Angeles Credit Card Debt Lawyer,https://www.wslaw.com/los-angeles-credit-card-debt-attorneys/,Los Angeles bankruptcy attorneys Wadhwani & Shanfeld help consumers deal with crippling credit card debt in Chapter 7 & Chapter 13 bankruptcy & debt ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,wslaw.com,27,33,1,8112,360,87283,,
attorney for credit card debt,Sherman Oaks, Bankruptcy-LongTail-- Sherman Oaks.xlsx,2,Sherman Oaks Credit Card Debt Lawyer,https://www.wslaw.com/sherman-oaks-credit-card-debt-lawyer/,"At Wadhwani & Shanfeld, our Sherman Oaks credit card debt lawyers have seen it all, and are prepared to do whatever it takes to protect your best interests.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,wslaw.com,27,33,1,8112,360,87283,,
attorney for credit card debt,Sherman Oaks, Bankruptcy-LongTail-- Sherman Oaks.xlsx,3,Sherman Oaks Debt Lawyer :: McCarthy Law PLC,https://mccarthylawyer.com/our-lawyers/david-a-taran-attorney-mccarthy-law-plc/,David A. Taran is a qualified Sherman Oaks debt lawyer servicing the area. Call now for a Free Consultation. Make sure you know your debt options.,,,,,,,,,,,mccarthylawyer.com,32,41,1,7089,1043,18102,,
dwi attorney near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,Call 818-582-2350 to schedule your free DUI consultation today. We will discuss possible strategies and help put your mind at ease.,,,,,,,,,,,rosshsobel.com,19,29,12,853,120,6259,,
dwi lawyers near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,Attorney Sobel is recognized as a candid and extremely competent lawyer by judges and prosecutors. If you or a loved one is facing a DUI criminal charge and are ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
oui lawyers near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,"Sherman Oaks, California OUI Attorney | Sherman Oaks OUI Lawyer",https://www.findaduiattorney.com/California/Los-Angeles/Sherman-Oaks/OUI.aspx,"Finding a Sherman Oaks OUI attorney is easy when you use our directory, as you can see by reviewing the following search results. These legal professionals ...",,,,,,,,,,,findaduiattorney.com,10,31,21,1970,270,9656617,,
oui lawyers near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks DUI Criminal Defense Attorneys,https://www.losangelescriminaldefenselawyer.org/dui-defense-sherman-oaks-ca/,"Arrested for drunk driving or a DUI? Get charges reduced or dropped with our dedicated, experienced Local Sherman Oaks DUI defense attorneys.",,,,,,,,,,,losangelescriminaldefenselawyer.org,41,28,1,386441,905,1121885,,
oui lawyers near me,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Los Angeles DUI Attorney | Felony DUI lawyer,https://www.dui-attorney-la.com/,... way to achieve best possible solution for your drunk driving case. 1436 S. La Cienega Blvd. Suite 111. Los Angeles CA 90035. USA. (888) 579-9996 info@dui ...,,,,,,,,,,,dui-attorney-la.com,23,35,-1,10607,303,10607,,
dwi lawyers,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,"Free Consultation - Call (888) 334-6344 - Former LA Prosecutor, Harvard Law School Educated, Sherman Oaks Criminal Defense Lawyer Michael Kraut.",,,,,,,,,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
dwi lawyer,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,... Sherman Oaks DUI lawyer at the Kraut Criminal & DUI Lawyers immediately. ... Sherman Oaks | Sherman Oaks Drunk Driving Defense Lawyer Kraut Criminal & DUI Lawyers.,,,,,,,,,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
dwi lawyer,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,Sobel specializes in complex DUI/DWI law and is uniquely qualified to get you through this difficult time. Ross Howell Sobel has extensive experience in ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
dwi lawyer cost,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,How much does a DUI cost me in California? A breakdown,https://www.shouselaw.com/ca/blog/how-much-does-a-dui-cost-in-california/,"How much does a DUI cost me in California? A breakdown ; Attorney fees, $3,000 – $15,000 (depending on the complexity of your case) ; Increased ...",,,,,,,,,,,shouselaw.com,60,53,2,361460,17092,400924,,
dwi lawyer cost,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks DUI Attorney - Ross Howell Sobel,https://www.rosshsobel.com/locations/sherman-oaks,Missing: dwi cost,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
dwi lawyer cost,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Sherman Oaks DUI Lawyer - Law Offices of Christopher Chaney,https://www.ceclaw.net/sherman-oaks-dui-lawyer/,"Depending on the severity of the DUI charge, an individual can face fines ranging from $390 to $5,000. This amount does not include penalty assessments and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,ceclaw.net,25,30,3,3230,343,97277,,
chapter 13 lawyers near me,Sherman Oaks, Bankruptcy-LongTail-- Sherman Oaks.xlsx,1,Sherman Oaks Bankruptcy Lawyer,https://www.wslaw.com/sherman-oaks-bankruptcy-lawyer/,Call Wadhwani & Shanfeld for immediate assistance and personalized attention from a skilled and experienced Sherman Oaks bankruptcy attorney.,,,,,,,,,,,wslaw.com,27,33,1,8112,360,87283,,
chapter 13 lawyers near me,Sherman Oaks, Bankruptcy-LongTail-- Sherman Oaks.xlsx,2,Sherman Oaks Chapter 13 Bankruptcy Lawyer,https://www.wslaw.com/sherman-oaks-chapter-13-bankruptcy-lawyer/,The Sherman Oaks Chapter 13 bankruptcy lawyers at Wadhwani & Shanfeld can help you regain your financial footing by working with the court and your creditors to ...,,,,,,,,,,,wslaw.com,27,33,1,8112,360,87283,,
domestic violence defense attorney near me,Sherman Oaks,CriminalLaw-LongTail-- Sherman Oaks.xlsx,1,Domestic Violence | Sherman Oaks Criminal Defense Lawyer ...,https://www.klc4law.com/domestic-violence.html,"To learn more, and to schedule a free consultation with Attorney Melanie Killedjian at the Killedjian Law Corporation, call (818) 986-0888 today. You can also connect with us through our online contact form.",,,,,,,,,,,klc4law.com,5,18,5,121,15,655,,
domestic violence defense attorney near me,Sherman Oaks,CriminalLaw-LongTail-- Sherman Oaks.xlsx,2,Sherman Oaks Domestic Violence Attorney - Hurwitz Law Group,https://hurwitzlawgroup.com/sherman-oaks/domestic-violence-attorney/,"The representative team at Hurwitz Law Group, Inc. has seen the results of these charges on clients of other defenders. It can be devastating to your life in ...",,,,,,,,,,,hurwitzlawgroup.com,28,40,1,1414,477,21555,,
crypto attorney near me,Sherman Oaks,Crypto-LongTail-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Top 10 Best Crypto Lawyer in Los Angeles, CA - March 2025 - Yelp - Leading Tax Group, The Tax Law Offices of David W Klasing, PC, Semper Tax Relief, ...",,,,,,,,,,,m.yelp.com,0,0,0,0,0,0,,
crypto attorney near me,Sherman Oaks,Crypto-LongTail-- Sherman Oaks.xlsx,2,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,,,,,stubbsalderton.com,37,39,8,9657,586,143752,,
crypto attorney near me,Sherman Oaks,Crypto-LongTail-- Sherman Oaks.xlsx,3,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,,,,,dyounglaw.net,17,31,6,4051,120,4903,,
